DrugBank ID,Name,CAS Number,Drug Groups,ori_SMILES,SMILES
DB12682,Mubritinib,366017-09-6,investigational,FC(F)(F)C1=CC=C(\C=C\C2=NC(COC3=CC=C(CCCCN4C=CN=N4)C=C3)=CO2)C=C1,FC(F)(F)c1ccc(C=Cc2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1
DB12685,K-134,189362-06-9,investigational,O[C@@H]1CCCC[C@H]1N(C1CC1)C(=O)NCCCOC1=CC=C2NC(=O)C=CC2=C1,O=C(NCCCOc1ccc2[nH]c(=O)ccc2c1)N(C1CC1)C1CCCCC1O
DB12686,PHA-793887,718630-59-2,investigational,CC(C)CC(=O)NC1=NNC2=C1CN(C(=O)C1CCN(C)CC1)C2(C)C,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
DB12687,Vesatolimod,1228585-88-3,investigational,CCCCOC1=NC(N)=C2NC(=O)CN(CC3=CC=CC(CN4CCCC4)=C3)C2=N1,CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2
DB12689,Azeliragon,603148-36-3,investigational,CCCCC1=NC(=CN1C1=CC=C(OC2=CC=C(Cl)C=C2)C=C1)C1=CC=C(OCCCN(CC)CC)C=C1,CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1
DB12690,LY-2584702,1082949-67-4,investigational,CN1C=C(N=C1C1CCN(CC1)C1=C2C=NNC2=NC=N1)C1=CC=C(F)C(=C1)C(F)(F)F,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1
DB12692,Gusperimus,98629-43-7,investigational,NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCNC(N)=N,N=C(N)NCCCCCCC(=O)NC(O)C(=O)NCCCCNCCCN
DB12693,Ritanserin,87051-43-2,investigational,CC1=C(CCN2CCC(CC2)=C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C(=O)N2C=CSC2=N1,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
DB12694,CE-326597,870615-40-0,investigational,CC(C)N(CC1=CC=CC=C1)C(=O)CN1C2=CC=CC=C2N2C(=NN=C2C2=CC=CC=C2)[C@H](CC2=CNC3=CC=CC=C23)C1=O,CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)C(Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc21
DB12695,Phenethyl Isothiocyanate,2257-09-2,investigational,S=C=NCCC1=CC=CC=C1,S=C=NCCc1ccccc1
DB12696,BMS-582949,623152-17-0,investigational,CCCNC(=O)C1=CN2N=CN=C(NC3=CC(=CC=C3C)C(=O)NC3CC3)C2=C1C,CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C
DB12702,Velusetrag,866933-46-2,investigational,CC(C)N1C(=O)C(=CC2=CC=CC=C12)C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@@H](O)CN(C)S(C)(=O)=O,CC(C)n1c(=O)c(C(=O)NC2CC3CCC(C2)N3CC(O)CN(C)S(C)(=O)=O)cc2ccccc21
DB12703,Omipalisib,1086062-66-9,investigational,COC1=C(NS(=O)(=O)C2=C(F)C=C(F)C=C2)C=C(C=N1)C1=CC2=C(C=CN=C2C=C1)C1=CN=NC=C1,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
DB12704,Spiradoline,87151-85-7,investigational,[H][C@@]1(CC[C@@]2(CCCO2)C[C@]1([H])N1CCCC1)N(C)C(=O)CC1=CC(Cl)=C(Cl)C=C1,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1
DB12705,Cenerimod,1262414-04-9,investigational,CCC1=CC(=CC(C)=C1OC[C@@H](O)CO)C1=NOC(=N1)C1=CC(=NC(OC)=C1)C1CCCC1,CCc1cc(-c2noc(-c3cc(OC)nc(C4CCCC4)c3)n2)cc(C)c1OCC(O)CO
DB12706,Seletalisib,1362850-20-1,investigational,[O-][N+]1=CC(=CC=C1)C1=NC2=C(Cl)C=CC=C2C=C1[C@@H](NC1=NC=NC2=CC=CN=C12)C(F)(F)F,[O-][n+]1cccc(-c2nc3c(Cl)cccc3cc2C(Nc2ncnc3cccnc23)C(F)(F)F)c1
DB12707,AR-42,935881-37-1,investigational,CC(C)[C@H](C(=O)NC1=CC=C(C=C1)C(=O)NO)C1=CC=CC=C1,CC(C)C(C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1
DB12708,Sulprostone,60325-46-4,investigational,CS(=O)(=O)NC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@@H](O)COC2=CC=CC=C2)[C@H](O)CC1=O,CS(=O)(=O)NC(=O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)COc1ccccc1
DB12709,Tributyrin,60-01-5,investigational,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC
DB12710,Perazine,84-97-9,approved; investigational,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
DB12712,Pilsicainide,88069-67-4,investigational,CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2
DB12713,Sotagliflozin,1018899-04-1,approved; investigational,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1,CCOc1ccc(Cc2cc(C3OC(SC)C(O)C(O)C3O)ccc2Cl)cc1
DB12714,Nerispirdine,119229-65-1,investigational,CCCN(N1C=C(C)C2=CC=CC=C12)C1=CC=NC=C1F,CCCN(c1ccncc1F)n1cc(C)c2ccccc21
DB12715,MSX-122,897657-95-3,investigational,C(NC1=NC=CC=N1)C1=CC=C(CNC2=NC=CC=N2)C=C1,c1cnc(NCc2ccc(CNc3ncccn3)cc2)nc1
DB12716,NB-001,686301-48-4,investigational,NC1=C2N=CN(CCNCCCCCO)C2=NC=N1,Nc1ncnc2c1ncn2CCNCCCCCO
DB12717,Mibampator,375345-95-2,investigational,CC(C)S(=O)(=O)NC[C@H](C)C1=CC=C(C=C1)C1=CC=C(CCNS(C)(=O)=O)C=C1,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(CCNS(C)(=O)=O)cc2)cc1
DB12719,Turofexorate isopropyl,629664-81-9,investigational,CC(C)OC(=O)C1=CN(CC(C)(C)C2=C1NC1=CC=CC=C21)C(=O)C1=CC(F)=C(F)C=C1,CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21
DB12720,Nivocasan,908253-63-4,investigational,CC(C)[C@]1(CC(=NO1)C1=NC=CC2=CC=CC=C12)C(=O)N[C@H]1CC(=O)O[C@]1(O)CF,CC(C)C1(C(=O)NC2CC(=O)OC2(O)CF)CC(c2nccc3ccccc23)=NO1
DB12721,RO-5028442,920022-47-5,investigational,CN(C)CCN1C=C(C(=O)N2CCC3(CC2)OCC2=CC=CC=C32)C2=CC=C(Cl)C=C12,CN(C)CCn1cc(C(=O)N2CCC3(CC2)OCc2ccccc23)c2ccc(Cl)cc21
DB12724,AZD-7295,929890-64-2,investigational,CCCS(=O)(=O)N1CCN(CC2=CC=C(NC(=O)C3=CC=C(C=C3)C3=CC(NC(=O)C4CC4)=CC=C3OC(F)(F)F)C=C2)CC1,CCCS(=O)(=O)N1CCN(Cc2ccc(NC(=O)c3ccc(-c4cc(NC(=O)C5CC5)ccc4OC(F)(F)F)cc3)cc2)CC1
DB12725,Felcisetrag,916075-84-8,investigational,COC(=O)N1CCC(CN2CCC(CNC(=O)C3=C4NC(=NC4=CC=C3)C(C)C)CC2)CC1,COC(=O)N1CCC(CN2CCC(CNC(=O)c3cccc4nc(C(C)C)[nH]c34)CC2)CC1
DB12727,Perfosfamide,62435-42-1,investigational,OO[C@@H]1CCO[P@](=O)(N1)N(CCCl)CCCl,O=P1(N(CCCl)CCCl)NC(OO)CCO1
DB12728,Fenpropidin,67306-00-7,approved; experimental,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1
DB12729,ASP-3026,1097917-15-1,investigational,COC1=CC(=CC=C1NC1=NC(NC2=CC=CC=C2S(=O)(=O)C(C)C)=NC=N1)N1CCC(CC1)N1CCN(C)CC1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1
DB12731,Daporinad,658084-64-1,investigational,O=C(NCCCCC1CCN(CC1)C(=O)C1=CC=CC=C1)\C=C\C1=CC=CN=C1,O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1
DB12732,Firategrast,402567-16-2,investigational,CCOCC1=CC(OC)=C(C(OC)=C1)C1=CC=C(C[C@H](NC(=O)C2=C(F)C=CC=C2F)C(O)=O)C=C1,CCOCc1cc(OC)c(-c2ccc(CC(NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1
DB12733,Dipraglurant,872363-17-2,investigational,FC1=CN2C=C(CCC#CC3=CC=CC=N3)N=C2C=C1,Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1
DB12736,Etanidazole,22668-01-5,investigational,OCCNC(=O)CN1C=CN=C1[N+]([O-])=O,O=C(Cn1ccnc1[N+](=O)[O-])NCCO
DB12739,Bindarit,130641-38-2,investigational,CC(C)(OCC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12)C(O)=O,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O
DB12740,CC-115,1228013-15-7,investigational,CCN1C(=O)CNC2=C1N=C(C=N2)C1=CC=C(N=C1C)C1=NN=CN1,CCN1C(=O)CNc2ncc(-c3ccc(-c4nnc[nH]4)nc3C)nc21
DB12741,DTP-348,1383370-92-0,investigational,CC1=NC=C(N1CCNS(N)(=O)=O)N(=O)=O,Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O
DB12742,Amuvatinib,850879-09-3,investigational,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1
DB12743,Z-160,41332-24-5,investigational,O=C(CC(C1=CC=CC=C1)C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
DB12744,CGI-1842,900573-88-8,investigational,COC1=CC=C(Br)C=C1NC(=O)NC1=C2C=CN(CC3=CC=NC(N)=C3)C2=CC=C1,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1
DB12745,GSK-690693,937174-76-0,investigational,[H][C@]1(COC2=C3N(CC)C(=NC3=C(N=C2)C#CC(C)(C)O)C2=NON=C2N)CCCNC1,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21
DB12746,AKN-028,1175017-90-9,investigational,NC1=C(NC2=CC=C3NC=CC3=C2)N=C(C=N1)C1=CC=NC=C1,Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1
DB12749,Butylphthalide,6066-49-5,investigational,CCCCC1OC(=O)C2=C1C=CC=C2,CCCCC1OC(=O)c2ccccc21
DB12750,N-omega-nitro-L-arginine methyl ester,50903-99-6,investigational,COC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O,COC(=O)C(N)CCCNC(=N)N[N+](=O)[O-]
DB12752,Bucindolol,71119-11-4,investigational,CC(C)(CC1=CNC2=CC=CC=C12)NCC(O)COC1=CC=CC=C1C#N,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
DB12756,TAK-901,934541-31-8,investigational,CCS(=O)(=O)C1=CC=CC(=C1)C1=CC(C(=O)NC2CCN(C)CC2)=C(C)C2=C1C1=C(N2)N=CC(C)=C1,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1
DB12757,Pelitrexol,446022-33-9,investigational,CC1=C(CC[C@@H]2CNC3=C(C2)C(=O)NC(N)=N3)SC(=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Cc1cc(C(=O)NC(CCC(=O)O)C(=O)O)sc1CCC1CNc2nc(N)[nH]c(=O)c2C1
DB12758,Atreleuton,154355-76-7,investigational,C[C@H](C#CC1=CC=C(CC2=CC=C(F)C=C2)S1)N(O)C(N)=O,CC(C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O
DB12760,GW-493838,253124-46-8,investigational,CC(C)(C)C1=NN=C(O1)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NC3=CC=C(Cl)C=C3F)N=CN=C12,CC(C)(C)c1nnc(C2OC(n3cnc4c(Nc5ccc(Cl)cc5F)ncnc43)C(O)C2O)o1
DB12761,Timcodar,179033-51-3,investigational,COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N(C)[C@@H](CC1=CC=C(Cl)C=C1)C(=O)N(CC1=CC=CC=C1)C(CCC1=CC=NC=C1)CCC1=CC=NC=C1,COc1cc(C(=O)C(=O)N(C)C(Cc2ccc(Cl)cc2)C(=O)N(Cc2ccccc2)C(CCc2ccncc2)CCc2ccncc2)cc(OC)c1OC
DB12762,Rabacfosadine,859209-74-8,investigational,CCOC(=O)[C@H](C)NP(=O)(COCCN1C=NC2=C(NC3CC3)N=C(N)N=C12)N[C@@H](C)C(=O)OCC,CCOC(=O)C(C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)NC(C)C(=O)OCC
DB12763,MK-1496,1037254-47-9,investigational,C[C@H](N)C1=CC=C(C=C1)[C@H](O)CNC(C)(C)C,CC(N)c1ccc(C(O)CNC(C)(C)C)cc1
DB12764,Opaganib,915385-81-8,investigational,ClC1=CC=C(C=C1)C12CC3CC(CC(C3)(C1)C(=O)NCC1=CC=NC=C1)C2,O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2
DB12765,Methyl isocyanate,624-83-9,investigational,CN=C=O,CN=C=O
DB12766,Cicletanine,89943-82-8,investigational,CC1=C(O)C2=C(C=N1)C(OC2)C1=CC=C(Cl)C=C1,Cc1ncc2c(c1O)COC2c1ccc(Cl)cc1
DB12767,Gaxilose,14087-31-1,approved; investigational,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,O=CC(O)C(O)C(CO)OC1OC(CO)C(O)C(O)C1O
DB12770,Lafutidine,118288-08-7,investigational,O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=NC=CC(CN2CCCCC2)=C1,O=C(CS(=O)Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1
DB12771,Hydroxytyrosol,10597-60-1,investigational,OCCC1=CC=C(O)C(O)=C1,OCCc1ccc(O)c(O)c1
DB12774,AZD-8055,1009298-09-2,investigational,COC1=CC=C(C=C1CO)C1=CC=C2C(=N1)N=C(N=C2N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1CO
DB12776,E-6005,947620-48-6,investigational,CNC1=NC(C2=CC=CC(NC(=O)C3=CC=C(C=C3)C(=O)OC)=C2)=C2C=C(OC)C(OC)=CC2=N1,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1
DB12779,Higenamine,5843-65-2,investigational,OC1=CC=C(CC2NCCC3=C2C=C(O)C(O)=C3)C=C1,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1
DB12780,Quinfamide,62265-68-3,investigational,ClC(Cl)C(=O)N1CCCC2=CC(OC(=O)C3=CC=CO3)=CC=C12,O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1
DB12781,Balaglitazone,199113-98-9,investigational,CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=CC=C2C1=O,Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O
DB12782,SCH-486757,524019-25-8,investigational,O[C@]1(C[C@@H]2CC[C@H](C1)N2C(C1=CC=CC=C1Cl)C1=CC=CC=C1Cl)C1=NC=CC=N1,OC1(c2ncccn2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl
DB12783,Benserazide,322-35-0,approved; investigational,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
DB12784,NS-018,1239358-86-1,investigational,C[C@H](NC1=CC(=CC(NC2=CN=CC=N2)=N1)C1=CN(C)N=C1)C1=CC=C(F)C=C1,CC(Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1
DB12787,Norethandrolone,52-78-8,investigational,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,CCC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
DB12791,Laninamivir,203120-17-6,investigational,[H][C@]1(OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O)[C@H](OC)[C@H](O)CO,COC(C(O)CO)C1OC(C(=O)O)=CC(NC(=N)N)C1NC(C)=O
DB12792,Boscalid,188425-85-6,approved; experimental,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl
DB12794,p-Quaterphenyl,135-70-6,investigational,C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1
DB12795,CMX-2043,910627-26-8,investigational,C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)CCCC[C@@H]1CCSS1)C(O)=O,CC(NC(=O)C(CCC(=O)O)NC(=O)CCCCC1CCSS1)C(=O)O
DB12796,MRX-I,1112968-42-9,investigational,FC1=C(N2CCC(=O)C=C2)C(F)=C(F)C(=C1)N1C[C@H](CNC2=NOC=C2)OC1=O,O=C1C=CN(c2c(F)cc(N3CC(CNc4ccon4)OC3=O)c(F)c2F)CC1
DB12798,Relenopride,1221416-43-8,investigational,COC1=CC(N)=C(Cl)C=C1C(=O)NCC1CCN(CC[C@H](OC(N)=O)C2=CC=C(F)C=C2)CC1,COc1cc(N)c(Cl)cc1C(=O)NCC1CCN(CCC(OC(N)=O)c2ccc(F)cc2)CC1
DB12799,Laniquidar,197509-46-9,investigational,COC(=O)C1=CN=C2N1CCC1=CC=CC=C1C2=C1CCN(CCC2=CC=C(OCC3=CC=C4C=CC=CC4=N3)C=C2)CC1,COC(=O)c1cnc2n1CCc1ccccc1C2=C1CCN(CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1
DB12800,CHF-6001,1239278-59-1,investigational,CS(=O)(=O)NC1=CC=C(C=C1OCC1CC1)C(=O)O[C@@H](CC1=C(Cl)C=[N+]([O-])C=C1Cl)C1=CC=C(OC(F)F)C(OCC2CC2)=C1,CS(=O)(=O)Nc1ccc(C(=O)OC(Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1
DB12803,Dichloroisoproterenol,59-61-0,investigational,CC(C)NCC(O)C1=CC=C(Cl)C(Cl)=C1,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1
DB12804,Daniquidone,67199-66-0,investigational,NC1=CC=C2N=C3N(CC2=C1)C(=O)C1=CC=CC=C31,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2
DB12805,Ataciguat,254877-67-3,investigational,ClC1=CC=C(S1)S(=O)(=O)NC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1
DB12806,GSK-1004723,955359-72-5,investigational,ClC1=CC=C(CC2=NN(C[C@H]3CCCN3CCCCC3=CC=C(OCCCN4CCCCCC4)C=C3)C(=O)C3=CC=CC=C23)C=C1,O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1CC1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1
DB12808,Trifarotene,895542-09-3,approved; investigational,CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1
DB12809,BK-MDA,80535-73-5,investigational,CC(N)C(=O)C1=CC=C2OCOC2=C1,CC(N)C(=O)c1ccc2c(c1)OCO2
DB12810,AN-2718,174672-06-1,investigational,OB1OCC2=CC(Cl)=CC=C12,OB1OCc2cc(Cl)ccc21
DB12812,Palomid 529,914913-88-5,investigational,COC1=CC=C(COC2=C(OC)C=C3C(OC(=O)C4=CC(=CC=C34)C(C)O)=C2)C=C1,COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1
DB12816,Terpinen-4-ol,562-74-3,investigational,CC(C)C1(O)CCC(C)=CC1,CC1=CCC(O)(C(C)C)CC1
DB12817,Zoliflodacin,1620458-09-4,investigational,[H][C@]12[C@H](C)O[C@H](C)CN1C1=C(CC22C(=O)NC(=O)NC2=O)C=C2C(ON=C2N2[C@@H](C)COC2=O)=C1F,CC1CN2c3c(cc4c(N5C(=O)OCC5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1
DB12818,NM-3,181427-78-1,investigational,COC1=CC(O)=C2C(=O)OC(=CC2=C1)C(C)C(O)=O,COc1cc(O)c2c(=O)oc(C(C)C(=O)O)cc2c1
DB12819,GSI-136,443989-01-3,investigational,CCC(CC)[C@@H](CO)NS(=O)(=O)C1=CC=C(Cl)S1,CCC(CC)C(CO)NS(=O)(=O)c1ccc(Cl)s1
DB12821,Perflubutane,355-25-9,approved; investigational,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DB12823,Tecarfarin,867257-26-9,investigational,CC(OC(=O)C1=CC=C(CC2=C(O)C3=CC=CC=C3OC2=O)C=C1)(C(F)(F)F)C(F)(F)F,CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F
DB12825,Lefamulin,1061337-51-6,approved; investigational,[H][C@@]12C(=O)CC[C@]11CCC(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,C=CC1(C)CC(OC(=O)CSC2CCC(N)CC2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
DB12827,Indoximod,110117-83-4,investigational,CN1C=C(C[C@@H](N)C(O)=O)C2=CC=CC=C12,Cn1cc(CC(N)C(=O)O)c2ccccc21
DB12829,Amithiozone,104-06-3,investigational,CC(=O)NC1=CC=C(\C=N\NC(N)=S)C=C1,CC(=O)Nc1ccc(C=NNC(N)=S)cc1
DB12830,Cebranopadol,863513-91-1,investigational,CN(C)[C@]1(CC[C@@]2(CC1)OCCC1=C2NC2=CC=C(F)C=C12)C1=CC=CC=C1,CN(C)C1(c2ccccc2)CCC2(CC1)OCCc1c2[nH]c2ccc(F)cc12
DB12831,Gabexate,39492-01-8,investigational,CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1
DB12832,Prednimustine,29069-24-7,investigational,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCC3=CC=C(C=C3)N(CCCl)CCCl)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1
DB12833,Tandospirone,87760-53-0,investigational,[H][C@]12CC[C@]([H])(C1)[C@]1([H])C(=O)N(CCCCN3CCN(CC3)C3=NC=CC=N3)C(=O)[C@]21[H],O=C1C2C3CCC(C3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB12834,Secnidazole,3366-95-8,approved,CC(O)CN1C(C)=NC=C1N(=O)=O,Cc1ncc([N+](=O)[O-])n1CC(C)O
DB12836,Grapiprant,415903-37-6,investigational; vet_approved,CCC1=NC2=C(C)N=C(C)C=C2N1C1=CC=C(CCNC(=O)NS(=O)(=O)C2=CC=C(C)C=C2)C=C1,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1
DB12837,UK-500001,582332-31-8,investigational,CC1=CC(C(=O)N[C@H]2CC[C@H](CC2)NC(=O)C2=C(OC3=CC(F)=C(F)C=C3)N=CC(F)=C2)=C(O)C=C1,Cc1ccc(O)c(C(=O)NC2CCC(NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1
DB12838,Tetrasul,2227-13-6,investigational,ClC1=CC=C(SC2=C(Cl)C=C(Cl)C(Cl)=C2)C=C1,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1
DB12839,Pegvaliase,1585984-95-7,approved; investigational,COCCOCCCCCC(=O)NCCCC[C@H](N)C(O)=O,COCCOCCCCCC(=O)NCCCCC(N)C(=O)O
DB12840,Pirnabine,19825-63-9,investigational,CC1CCC2=C(C1)C1=C(OC2(C)C)C=C(C)C=C1OC(C)=O,CC(=O)Oc1cc(C)cc2c1C1=C(CCC(C)C1)C(C)(C)O2
DB12843,Oleandrin,465-16-7,experimental; investigational,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)C2)O[C@@H](C)[C@@H]1O,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1O
DB12846,Reproterol,54063-54-6,investigational,CN1C2=C(N(CCCNCC(O)C3=CC(O)=CC(O)=C3)C=N2)C(=O)N(C)C1=O,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O
DB12847,Pyroxamide,382180-17-8,investigational,ONC(=O)CCCCCCC(=O)NC1=CN=CC=C1,O=C(CCCCCCC(=O)Nc1cccnc1)NO
DB12848,PF-04217903,956905-27-4,investigational,OCCN1C=C(C=N1)C1=CN=C2N=NN(CC3=CC4=CC=CN=C4C=C3)C2=N1,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1
